TIPO_PROC,MUNIC_RES,MUNICIPIO,TOTAL_INTERNACOES,INTERNACOES_PARA_SOBRECARREGADO,PERC_PARA_SOBRECARREGADO,QTD_HOSPITAIS_DESTINO,CNES_CANDIDATO,HOSPITAL_CANDIDATO,PORTE_CANDIDATO,LAT_HOSPITAL_CANDIDATO,LON_HOSPITAL_CANDIDATO,DISTANCIA_KM
Intercorrencia,231025,"PARAIPABA, CE",4,4,1.0,1,2479710,HOSPITAL E MATERNIDADE JOSE GRANJA RIBEIRO,Pequeno,-3.2743437241450235,-39.26517784010534,22.32256889571624
Intercorrencia,231085,"PINDORETAMA, CE",4,4,1.0,1,2564769,HOSPITAL E CENTRO DE PARTO NORMAL DE PINDORETAMA,Pequeno,-4.0304585,-38.3036892,0.0
Intercorrencia,231085,"PINDORETAMA, CE",4,4,1.0,1,2514710,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS,Medio,-4.130368096161592,-38.23726026666231,13.330591324931483
Intercorrencia,231085,"PINDORETAMA, CE",4,4,1.0,1,2561395,HOSP GERAL MANUEL ASSUNCAO PIRES,Pequeno,-3.9049958,-38.3841268,16.56024939008933
Intercorrencia,230420,"CRATO, CE",12,3,0.25,4,2415488,HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS,Medio,-7.2367808,-39.415336,0.8294444627058737
Intercorrencia,230420,"CRATO, CE",12,3,0.25,4,2415461,HOSPITAL SANTE CARIRI,Medio,-7.231126900544753,-39.40099981603153,1.2531225978100358
Intercorrencia,230420,"CRATO, CE",12,3,0.25,4,6779522,HOSPITAL REGIONAL DO CARIRI,Grande,-7.2263193,-39.3254599,9.587801879650579
Intercorrencia,230110,"ARACATI, CE",7,3,0.4285714285714285,2,2373009,HOSPITAL E MATERNIDADE SANTA LUISA DE MARILLAC,Medio,-4.562208807071716,-37.77036450508371,0.2002881342177552
Intercorrencia,230110,"ARACATI, CE",7,3,0.4285714285714285,2,2372967,HOSPITAL MUNICIPAL DR EDUARDO DIAS,Medio,-4.562981574595703,-37.76377353711932,0.5973678602028185
Intercorrencia,230110,"ARACATI, CE",7,3,0.4285714285714285,2,2372568,HOSPITAL MUNICIPAL DO FORTIM DR WALDEMAR ALCANTARA,Pequeno,-4.455745438944914,-37.796012234845065,12.107116104370041
Intercorrencia,230240,"BOA VIAGEM, CE",7,3,0.4285714285714285,2,2479028,CASA DE SAUDE ADILIA MARIA,Medio,-5.125235399999999,-39.729597,0.17087476102283972
Intercorrencia,230240,"BOA VIAGEM, CE",7,3,0.4285714285714285,2,2478994,HOSP MATERN MAE TOTONHA,Pequeno,-4.850944966932015,-39.57605705425922,35.06637433894081
Intercorrencia,230240,"BOA VIAGEM, CE",7,3,0.4285714285714285,2,2723255,HOSPITAL MUNICIPAL SAO SEBASTIAO E MATERNIDADE CELIA MENDES,Medio,-5.458738599999999,-39.71656369999999,37.03592474676823
Intercorrencia,230740,"JUCAS, CE",4,3,0.75,2,5077680,HOSPITAL MUNICIPAL JOSE FACUNDO FILHO,Medio,-6.514021899999999,-39.51603619999999,1.1914261448930221
Intercorrencia,230740,"JUCAS, CE",4,3,0.75,2,2561468,HOSP DR THADEU DE PAULO BRITO,Pequeno,-6.537673829064564,-39.49601994649563,3.679675173299296
Intercorrencia,230740,"JUCAS, CE",4,3,0.75,2,5292190,HOSPITAL SAO VICENTE IESA,Medio,-6.363394402058099,-39.29676477248615,30.643468092279083
Intercorrencia,231090,"PIQUET CARNEIRO, CE",4,3,0.75,2,2561409,HOSPITAL MUNICIPAL PEQUENO PORTE LUIZ ROBERTO PESSOA AIRES,Pequeno,-5.801388408397838,-39.41529272867741,0.3183857039709014
Intercorrencia,231090,"PIQUET CARNEIRO, CE",4,3,0.75,2,2328437,HOSPITAL MUNICIPAL SAO BERNARDO,Pequeno,-5.916552668165437,-39.26551273860898,20.94822109515701
Intercorrencia,231090,"PIQUET CARNEIRO, CE",4,3,0.75,2,2611481,MATERNIDADE E HOSPITAL SANTA ISABEL,Medio,-5.593502099999999,-39.37673119999999,23.78711620500598
Intercorrencia,230185,"BANABUIU, CE",3,3,1.0,1,2327961,HOSPITAL E MATERNIDADE ADOLFO BEZERRA DE MENEZES,Pequeno,-5.602428448211365,-38.7616476160288,37.31348911801522
Intercorrencia,230185,"BANABUIU, CE",3,3,1.0,1,2328399,HOSPITAL E MATERNIDADE JESUS MARIA JOSE HMJMJ,Medio,-4.9669795,-39.0245184,39.46224625147841
Intercorrencia,230185,"BANABUIU, CE",3,3,1.0,1,7061021,HOSPITAL REGIONAL DO SERTAO CENTRAL,Grande,-5.1832747,-39.2616355,40.19577466995975
Intercorrencia,230730,"JUAZEIRO DO NORTE, CE",23,2,0.0869565217391304,4,2426072,HOSPITAL INFANTIL MUNICIPAL MARIA AMELIA BEZERRA,Pequeno,-7.220167825368464,-39.317204311825456,0.6442118912778859
Intercorrencia,230730,"JUAZEIRO DO NORTE, CE",23,2,0.0869565217391304,4,6779522,HOSPITAL REGIONAL DO CARIRI,Grande,-7.2263193,-39.3254599,1.3926686444218201
Intercorrencia,230730,"JUAZEIRO DO NORTE, CE",23,2,0.0869565217391304,4,2562499,HOSPITAL MATERNIDADE SAO LUCAS,Medio,-7.205665480644018,-39.31019262874244,2.0849431570462778
Intercorrencia,230020,"ACARAU, CE",10,2,0.2,3,2516632,HOSP DR MOURA FERREIRA,Medio,-2.8857993844743963,-40.11621624812955,1.3882708266201358
Intercorrencia,230020,"ACARAU, CE",10,2,0.2,3,4527372,HOSPITAL DE TRAUMATOLOGIA E ORTOPEDIA DE ACARAU,Medio,-2.885820264715285,-40.09997708815115,2.5249894978056315
Intercorrencia,230020,"ACARAU, CE",10,2,0.2,3,2563460,HOSP MUNIC DONA MARIA MUNIZ,Medio,-2.921917927927585,-40.18268711683469,7.536624440704083
Intercorrencia,231240,"SAO GONCALO DO AMARANTE, CE",8,2,0.25,3,2427125,HOSP GERAL LUIZA ALCANTARA SILVA,Medio,-3.607021411057896,-38.9621899261819,0.688505123606012
